Entry,Entry name,Status,Protein names,Organism,Length,Organism ID
Q73IR6,Q73IR6_WOLPM,unreviewed,Enoyl-[acyl-carrier-protein] reductase [NADH] (EC 1.3.1.9),Wolbachia pipientis wMel,261,163164
Q73GI1,Q73GI1_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,124,163164
Q73HI0,Q73HI0_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,642,163164
Q73ID9,Q73ID9_WOLPM,unreviewed,"Sodium/glutamate symporter family protein, putative",Wolbachia pipientis wMel,394,163164
Q73H34,Q73H34_WOLPM,unreviewed,"Cytochrome d ubiquinol oxidase, subunit II (EC 1.10.3.-)",Wolbachia pipientis wMel,340,163164
Q73H17,Q73H17_WOLPM,unreviewed,Riboflavin biosynthesis protein (EC 2.7.1.26) (EC 2.7.7.2),Wolbachia pipientis wMel,310,163164
Q73IP3,Q73IP3_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,85,163164
Q73GM8,Q73GM8_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,170,163164
Q73HJ5,Q73HJ5_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,111,163164
Q73ID6,Q73ID6_WOLPM,unreviewed,"Cytochrome c-type biogenesis protein CcmF, putative",Wolbachia pipientis wMel,708,163164
Q73IX0,Q73IX0_WOLPM,unreviewed,50S ribosomal protein L7/L12,Wolbachia pipientis wMel,133,163164
Q73FX2,Q73FX2_WOLPM,unreviewed,Ubiquinol-cytochrome c reductase iron-sulfur subunit (EC 1.10.2.2),Wolbachia pipientis wMel,199,163164
Q73FP3,Q73FP3_WOLPM,unreviewed,Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11),Wolbachia pipientis wMel,391,163164
Q73H78,Q73H78_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,147,163164
Q73HF8,Q73HF8_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,101,163164
Q73H05,Q73H05_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,202,163164
Q73G88,Q73G88_WOLPM,unreviewed,"N-acetylmuramoyl-L-alanine amidase, family 2",Wolbachia pipientis wMel,497,163164
Q73GT9,Q73GT9_WOLPM,unreviewed,"Transposase, IS5 family, truncation",Wolbachia pipientis wMel,100,163164
Q73I84,Q73I84_WOLPM,unreviewed,"Prophage LambdaW1, ankyrin repeat domain protein",Wolbachia pipientis wMel,701,163164
Q73HV0,Q73HV0_WOLPM,unreviewed,Pentapeptide repeat domain protein,Wolbachia pipientis wMel,601,163164
Q73IE5,Q73IE5_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,1574,163164
Q73GV9,Q73GV9_WOLPM,unreviewed,Sua5/YciO/YrdC/YwlC family protein,Wolbachia pipientis wMel,195,163164
Q73IV2,Q73IV2_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,136,163164
Q73GM6,Q73GM6_WOLPM,unreviewed,UvrABC system protein A (UvrA protein) (Excinuclease ABC subunit A),Wolbachia pipientis wMel,931,163164
Q73FP6,Q73FP6_WOLPM,unreviewed,Inositol monophosphatase family protein,Wolbachia pipientis wMel,231,163164
Q73FY0,Q73FY0_WOLPM,unreviewed,Acyl carrier protein (ACP),Wolbachia pipientis wMel,86,163164
Q73GH8,Q73GH8_WOLPM,unreviewed,"NADH dehydrogenase I, F subunit, putative",Wolbachia pipientis wMel,417,163164
Q73H14,Q73H14_WOLPM,unreviewed,"Peptidase, M16 family, putative",Wolbachia pipientis wMel,439,163164
Q73HE1,Q73HE1_WOLPM,unreviewed,"Transcriptional regulator, putative",Wolbachia pipientis wMel,302,163164
Q73HY5,Q73HY5_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,74,163164
Q73IN7,Q73IN7_WOLPM,unreviewed,"Cell division protein FtsK, putative",Wolbachia pipientis wMel,704,163164
Q73G92,Q73G92_WOLPM,unreviewed,Conserved domain protein,Wolbachia pipientis wMel,50,163164
Q73GD9,Q73GD9_WOLPM,unreviewed,"Phosphoribosylformylglycinamidine synthase I, putative",Wolbachia pipientis wMel,265,163164
Q73FY5,Q73FY5_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,265,163164
Q73IF0,Q73IF0_WOLPM,unreviewed,Phage uncharacterized protein,Wolbachia pipientis wMel,343,163164
Q73G57,Q73G57_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,104,163164
Q73HQ4,Q73HQ4_WOLPM,unreviewed,Fumarate hydratase class II (Fumarase C) (EC 4.2.1.2) (Aerobic fumarase) (Iron-independent fumarase),Wolbachia pipientis wMel,464,163164
Q73FM6,Q73FM6_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,84,163164
Q73IN2,Q73IN2_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,77,163164
Q73FV0,Q73FV0_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,412,163164
Q73I69,Q73I69_WOLPM,unreviewed,Aminomethyl transferase family protein,Wolbachia pipientis wMel,268,163164
Q73G68,Q73G68_WOLPM,unreviewed,"DnaK suppressor protein, putative",Wolbachia pipientis wMel,130,163164
Q73IQ7,Q73IQ7_WOLPM,unreviewed,Cell division protein FtsQ,Wolbachia pipientis wMel,252,163164
Q73H16,Q73H16_WOLPM,unreviewed,Lipoprotein signal peptidase (EC 3.4.23.36) (Prolipoprotein signal peptidase) (Signal peptidase II) (SPase II),Wolbachia pipientis wMel,158,163164
Q73FL3,Q73FL3_WOLPM,unreviewed,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,Wolbachia pipientis wMel,492,163164
Q73IA1,Q73IA1_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,333,163164
Q73HW1,Q73HW1_WOLPM,unreviewed,"ATP synthase F0, B subunit, putative",Wolbachia pipientis wMel,159,163164
Q73HT3,Q73HT3_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,265,163164
Q73HU3,Q73HU3_WOLPM,unreviewed,Phage prohead protease,Wolbachia pipientis wMel,177,163164
Q73HD8,Q73HD8_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,298,163164
Q73GZ2,Q73GZ2_WOLPM,unreviewed,Adenylosuccinate lyase (ASL) (EC 4.3.2.2) (Adenylosuccinase),Wolbachia pipientis wMel,430,163164
Q73I04,Q73I04_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,1111,163164
Q73ID1,Q73ID1_WOLPM,unreviewed,Membrane protein insertase YidC (Foldase YidC) (Membrane integrase YidC) (Membrane protein YidC),Wolbachia pipientis wMel,569,163164
Q73G49,Q73G49_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,79,163164
Q73HU0,Q73HU0_WOLPM,unreviewed,Sec-independent protein translocase protein TatC,Wolbachia pipientis wMel,253,163164
Q73GQ6,Q73GQ6_WOLPM,unreviewed,3'-5' exonuclease,Wolbachia pipientis wMel,206,163164
Q73GL0,Q73GL0_WOLPM,unreviewed,"Cation ABC transporter, periplasmic cation-binding protein, putative",Wolbachia pipientis wMel,293,163164
Q73FW7,Q73FW7_WOLPM,unreviewed,BioY family protein,Wolbachia pipientis wMel,175,163164
Q73FL7,Q73FL7_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,198,163164
Q73H13,Q73H13_WOLPM,unreviewed,Phosphoribosylglycinamide formyltransferase (EC 2.1.2.2) (5'-phosphoribosylglycinamide transformylase) (GAR transformylase) (GART),Wolbachia pipientis wMel,186,163164
Q73H87,Q73H87_WOLPM,unreviewed,50S ribosomal protein L3,Wolbachia pipientis wMel,240,163164
Q73IM6,Q73IM6_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,576,163164
Q73IM2,Q73IM2_WOLPM,unreviewed,Ribosomal protein L27,Wolbachia pipientis wMel,89,163164
Q73GF2,Q73GF2_WOLPM,unreviewed,DNA polymerase (EC 2.7.7.7),Wolbachia pipientis wMel,858,163164
Q73GF4,Q73GF4_WOLPM,unreviewed,Exodeoxyribonuclease III (EC 3.1.11.2),Wolbachia pipientis wMel,259,163164
Q73FQ2,Q73FQ2_WOLPM,unreviewed,Penicillin-binding protein,Wolbachia pipientis wMel,515,163164
Q73FP7,Q73FP7_WOLPM,unreviewed,5-aminolevulinate synthase (EC 2.3.1.37) (5-aminolevulinic acid synthase) (Delta-ALA synthase) (Delta-aminolevulinate synthase),Wolbachia pipientis wMel,402,163164
Q73FM2,Q73FM2_WOLPM,unreviewed,DNA mismatch repair protein MutL,Wolbachia pipientis wMel,608,163164
Q73GH7,Q73GH7_WOLPM,unreviewed,Translation initiation factor IF-3,Wolbachia pipientis wMel,172,163164
Q73GY5,Q73GY5_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,158,163164
Q73HD0,Q73HD0_WOLPM,unreviewed,"Prophage LambdaW5, ankyrin repeat domain protein",Wolbachia pipientis wMel,152,163164
Q73I46,Q73I46_WOLPM,unreviewed,Translation initiation factor IF-1,Wolbachia pipientis wMel,87,163164
Q73HU5,Q73HU5_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,415,163164
Q73I01,Q73I01_WOLPM,unreviewed,Ankyrin repeat domain protein,Wolbachia pipientis wMel,542,163164
Q73H30,Q73H30_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,659,163164
Q73GW2,Q73GW2_WOLPM,unreviewed,"Type IV secretion system protein VirB8, putative",Wolbachia pipientis wMel,220,163164
Q73GN0,Q73GN0_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,890,163164
Q73FL9,Q73FL9_WOLPM,unreviewed,"2-oxoglutarate dehydrogenase, E1 component (EC 1.2.4.2)",Wolbachia pipientis wMel,884,163164
Q73GF9,Q73GF9_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,266,163164
Q73IU0,Q73IU0_WOLPM,unreviewed,Integration host factor subunit alpha,Wolbachia pipientis wMel,101,163164
Q73HT8,Q73HT8_WOLPM,unreviewed,"Amino acid ABC transporter, ATP-binding protein, putative",Wolbachia pipientis wMel,213,163164
Q73I12,Q73I12_WOLPM,unreviewed,"Phosphate ABC transporter, ATP-binding protein",Wolbachia pipientis wMel,252,163164
Q73FR1,Q73FR1_WOLPM,unreviewed,Inorganic pyrophosphatase (EC 3.6.1.1) (Pyrophosphate phospho-hydrolase) (PPase),Wolbachia pipientis wMel,168,163164
Q73H04,Q73H04_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,271,163164
Q73HH9,Q73HH9_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,233,163164
Q73I90,Q73I90_WOLPM,unreviewed,"Prophage LambdaW1, ankyrin repeat domain protein",Wolbachia pipientis wMel,196,163164
Q73G22,Q73G22_WOLPM,unreviewed,Chromosomal DNA replication initiator-related protein,Wolbachia pipientis wMel,211,163164
Q73HH4,Q73HH4_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,84,163164
Q73FS5,Q73FS5_WOLPM,unreviewed,SURF1-like protein,Wolbachia pipientis wMel,205,163164
Q73HS4,Q73HS4_WOLPM,unreviewed,tRNA-specific adenosine deaminase (EC 3.5.4.33),Wolbachia pipientis wMel,135,163164
Q73HF1,Q73HF1_WOLPM,unreviewed,"Glycosyl transferase, group 1 family protein / moaA/nifB/pqqE family protein",Wolbachia pipientis wMel,778,163164
Q73FP2,Q73FP2_WOLPM,unreviewed,Sensor histidine kinase (EC 2.7.1.-),Wolbachia pipientis wMel,475,163164
Q73FL6,Q73FL6_WOLPM,unreviewed,DsbA-like disulfide oxidoreductase,Wolbachia pipientis wMel,252,163164
Q73G89,Q73G89_WOLPM,unreviewed,DnaJ domain protein,Wolbachia pipientis wMel,56,163164
Q73GY2,Q73GY2_WOLPM,unreviewed,Peptidylprolyl isomerase (EC 5.2.1.8),Wolbachia pipientis wMel,602,163164
Q73HD4,Q73HD4_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,1166,163164
Q73IJ8,Q73IJ8_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,68,163164
Q73HK5,Q73HK5_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,113,163164
Q73GH5,Q73GH5_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,95,163164
Q73G77,Q73G77_WOLPM,unreviewed,Outer membrane protein assembly factor BamA,Wolbachia pipientis wMel,778,163164
Q73IQ2,Q73IQ2_WOLPM,unreviewed,Bifunctional protein PutA,Wolbachia pipientis wMel,1046,163164
Q73HF3,Q73HF3_WOLPM,unreviewed,UDP-N-acetylglucosamine pyrophosphorylase-related protein,Wolbachia pipientis wMel,253,163164
Q73GF1,Q73GF1_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,268,163164
Q73HF2,Q73HF2_WOLPM,unreviewed,NAD-dependent epimerase/dehydratase family protein,Wolbachia pipientis wMel,319,163164
Q73FM4,Q73FM4_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,98,163164
Q73IJ4,Q73IJ4_WOLPM,unreviewed,Methionine aminopeptidase (MAP) (MetAP) (EC 3.4.11.18) (Peptidase M),Wolbachia pipientis wMel,260,163164
Q73GT7,Q73GT7_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,346,163164
Q73H67,Q73H67_WOLPM,unreviewed,"Aminotransferase, class V",Wolbachia pipientis wMel,378,163164
Q73HV6,Q73HV6_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,251,163164
Q73H47,Q73H47_WOLPM,unreviewed,Succinate dehydrogenase iron-sulfur subunit (EC 1.3.5.1),Wolbachia pipientis wMel,262,163164
Q73GD1,Q73GD1_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,92,163164
Q73IF7,Q73IF7_WOLPM,unreviewed,Endopeptidase-related protein,Wolbachia pipientis wMel,191,163164
Q73GU7,Q73GU7_WOLPM,unreviewed,Protein HflC,Wolbachia pipientis wMel,290,163164
Q73G55,Q73G55_WOLPM,unreviewed,Rod shape-determining protein RodA,Wolbachia pipientis wMel,367,163164
Q73HG3,Q73HG3_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,89,163164
Q73GI8,Q73GI8_WOLPM,unreviewed,NADH-quinone oxidoreductase subunit K (EC 1.6.5.11) (NADH dehydrogenase I subunit K) (NDH-1 subunit K),Wolbachia pipientis wMel,102,163164
Q73HJ7,Q73HJ7_WOLPM,unreviewed,"Transposase, truncation",Wolbachia pipientis wMel,73,163164
Q73I35,Q73I35_WOLPM,unreviewed,DNA primase (EC 2.7.7.-),Wolbachia pipientis wMel,582,163164
Q73I24,Q73I24_WOLPM,unreviewed,"Helicase, UvrD/Rep/AddA family",Wolbachia pipientis wMel,1089,163164
Q73FV5,Q73FV5_WOLPM,unreviewed,ParB family protein,Wolbachia pipientis wMel,283,163164
Q73HG2,Q73HG2_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,93,163164
Q73GR3,Q73GR3_WOLPM,unreviewed,Malonyl CoA-acyl carrier protein transacylase (EC 2.3.1.39),Wolbachia pipientis wMel,326,163164
Q73FS4,Q73FS4_WOLPM,unreviewed,Glutathione-regulated potassium-efflux system protein,Wolbachia pipientis wMel,572,163164
Q73FW9,Q73FW9_WOLPM,unreviewed,TPR domain protein,Wolbachia pipientis wMel,291,163164
Q73GW8,Q73GW8_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,214,163164
Q73I62,Q73I62_WOLPM,unreviewed,Na+/H+ antiporter family protein,Wolbachia pipientis wMel,431,163164
Q73G69,Q73G69_WOLPM,unreviewed,Heme exporter protein CcmB,Wolbachia pipientis wMel,215,163164
Q73H31,Q73H31_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,273,163164
Q73G96,Q73G96_WOLPM,unreviewed,Heat shock sigma factor RpoH,Wolbachia pipientis wMel,297,163164
Q73G54,Q73G54_WOLPM,unreviewed,Amidophosphoribosyltransferase (ATase) (EC 2.4.2.14) (Glutamine phosphoribosylpyrophosphate amidotransferase) (GPATase),Wolbachia pipientis wMel,461,163164
Q73IH4,Q73IH4_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,60,163164
Q73HX7,Q73HX7_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,143,163164
Q73I88,Q73I88_WOLPM,unreviewed,"Prophage LambdaW1, site-specific recombinase, resolvase family",Wolbachia pipientis wMel,500,163164
Q73FN2,Q73FN2_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,65,163164
Q73GB2,Q73GB2_WOLPM,unreviewed,Sodium/alanine symporter family protein,Wolbachia pipientis wMel,447,163164
Q73GD3,Q73GD3_WOLPM,unreviewed,Phosphoribosylformylglycinamidine cyclo-ligase (EC 6.3.3.1) (AIR synthase) (AIRS) (Phosphoribosyl-aminoimidazole synthetase),Wolbachia pipientis wMel,345,163164
Q73IL2,Q73IL2_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,139,163164
Q73HE8,Q73HE8_WOLPM,unreviewed,"ABC transporter, permease/ATP-binding protein, putative",Wolbachia pipientis wMel,591,163164
Q73GE3,Q73GE3_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,77,163164
Q73FW1,Q73FW1_WOLPM,unreviewed,Ribosomal RNA small subunit methyltransferase E (EC 2.1.1.193),Wolbachia pipientis wMel,228,163164
Q73H45,Q73H45_WOLPM,unreviewed,"Acetyltransferase, GNAT family",Wolbachia pipientis wMel,259,163164
Q73IV8,Q73IV8_WOLPM,unreviewed,Ribose-phosphate pyrophosphokinase (EC 2.7.6.1),Wolbachia pipientis wMel,308,163164
Q73IN8,Q73IN8_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,162,163164
Q73HC7,Q73HC7_WOLPM,unreviewed,"Prophage LambdaW5, baseplate assembly protein J, putative",Wolbachia pipientis wMel,263,163164
Q73IE0,Q73IE0_WOLPM,unreviewed,Orotate phosphoribosyltransferase (OPRT) (OPRTase) (EC 2.4.2.10),Wolbachia pipientis wMel,200,163164
Q73G45,Q73G45_WOLPM,unreviewed,"Deoxyribonuclease, TatD family",Wolbachia pipientis wMel,255,163164
Q73ID3,Q73ID3_WOLPM,unreviewed,Protein-export membrane protein SecF,Wolbachia pipientis wMel,291,163164
Q73GE0,Q73GE0_WOLPM,unreviewed,Phage uncharacterized protein,Wolbachia pipientis wMel,487,163164
Q73HG4,Q73HG4_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,77,163164
Q73GJ7,Q73GJ7_WOLPM,unreviewed,Aspartate-semialdehyde dehydrogenase (ASA dehydrogenase) (ASADH) (EC 1.2.1.11) (Aspartate-beta-semialdehyde dehydrogenase),Wolbachia pipientis wMel,344,163164
Q73GA3,Q73GA3_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,92,163164
Q73HQ0,Q73HQ0_WOLPM,unreviewed,Endolytic peptidoglycan transglycosylase RlpA (EC 4.2.2.-),Wolbachia pipientis wMel,224,163164
Q73HF0,Q73HF0_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,564,163164
Q73HZ7,Q73HZ7_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,66,163164
Q73FL4,Q73FL4_WOLPM,unreviewed,Fic family protein,Wolbachia pipientis wMel,359,163164
Q73H26,Q73H26_WOLPM,unreviewed,PQQ enzyme repeat family protein,Wolbachia pipientis wMel,353,163164
Q73HD3,Q73HD3_WOLPM,unreviewed,"Prophage LambdaW5, ankyrin repeat domain protein",Wolbachia pipientis wMel,966,163164
Q73HZ9,Q73HZ9_WOLPM,unreviewed,Transketolase (EC 2.2.1.1),Wolbachia pipientis wMel,690,163164
Q73IY2,Q73IY2_WOLPM,unreviewed,"Modification methylase, HemK family",Wolbachia pipientis wMel,279,163164
Q73FY4,Q73FY4_WOLPM,unreviewed,Glutamate--cysteine ligase-related protein,Wolbachia pipientis wMel,386,163164
Q73H60,Q73H60_WOLPM,unreviewed,Conserved domain protein,Wolbachia pipientis wMel,142,163164
Q73FT9,Q73FT9_WOLPM,unreviewed,PmbA protein,Wolbachia pipientis wMel,444,163164
Q73GP7,Q73GP7_WOLPM,unreviewed,Iron-sulfur cluster assembly scaffold protein IscU,Wolbachia pipientis wMel,127,163164
Q73IG7,Q73IG7_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,87,163164
Q73G40,Q73G40_WOLPM,unreviewed,HIT family protein,Wolbachia pipientis wMel,122,163164
Q73HQ5,Q73HQ5_WOLPM,unreviewed,Glutaredoxin,Wolbachia pipientis wMel,107,163164
Q73H40,Q73H40_WOLPM,unreviewed,"NADH dehydrogenase I, E subunit (EC 1.6.5.3)",Wolbachia pipientis wMel,166,163164
Q73FW4,Q73FW4_WOLPM,unreviewed,Succinate--CoA ligase [ADP-forming] subunit alpha (EC 6.2.1.5) (Succinyl-CoA synthetase subunit alpha) (SCS-alpha),Wolbachia pipientis wMel,291,163164
Q73G98,Q73G98_WOLPM,unreviewed,Nucleoid-associated protein WD_1061,Wolbachia pipientis wMel,110,163164
Q73FL8,Q73FL8_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,262,163164
Q73G64,Q73G64_WOLPM,unreviewed,GTPase Der (GTP-binding protein EngA),Wolbachia pipientis wMel,441,163164
Q73H21,Q73H21_WOLPM,unreviewed,Thioredoxin reductase (EC 1.8.1.9),Wolbachia pipientis wMel,315,163164
Q73FL2,Q73FL2_WOLPM,unreviewed,4-hydroxybenzoate octaprenyltransferase (EC 2.5.1.-) (4-HB polyprenyltransferase),Wolbachia pipientis wMel,285,163164
Q73FN3,Q73FN3_WOLPM,unreviewed,"Oxidoreductase, short-chain dehydrogenase/reductase family",Wolbachia pipientis wMel,243,163164
Q73GA2,Q73GA2_WOLPM,unreviewed,O-methyltransferase family protein,Wolbachia pipientis wMel,215,163164
Q73HI7,Q73HI7_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,85,163164
Q73G97,Q73G97_WOLPM,unreviewed,Surface antigen Wsp,Wolbachia pipientis wMel,237,163164
Q73FL1,Q73FL1_WOLPM,unreviewed,Ribosome-binding factor A,Wolbachia pipientis wMel,132,163164
Q73I32,Q73I32_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,146,163164
Q73G25,Q73G25_WOLPM,unreviewed,N5-carboxyaminoimidazole ribonucleotide synthase (N5-CAIR synthase) (EC 6.3.4.18) (5-(carboxyamino)imidazole ribonucleotide synthetase),Wolbachia pipientis wMel,354,163164
Q73IA2,Q73IA2_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,123,163164
Q73H12,Q73H12_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,138,163164
Q73GW7,Q73GW7_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,115,163164
Q73GB1,Q73GB1_WOLPM,unreviewed,"CDP-diacylglycerol--serine O-phosphatidyltransferase, putative",Wolbachia pipientis wMel,256,163164
Q73IM7,Q73IM7_WOLPM,unreviewed,"Riboflavin synthase, alpha subunit (EC 2.5.1.9)",Wolbachia pipientis wMel,198,163164
Q73GV3,Q73GV3_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,95,163164
Q73GK3,Q73GK3_WOLPM,unreviewed,"Quinone oxidoreductase, putative",Wolbachia pipientis wMel,325,163164
Q73GK4,Q73GK4_WOLPM,unreviewed,"Transposase, IS5 family, truncation",Wolbachia pipientis wMel,135,163164
Q73G59,Q73G59_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,260,163164
Q73G99,Q73G99_WOLPM,unreviewed,"DNA polymerase III, gamma and tau subunits (EC 2.7.7.7)",Wolbachia pipientis wMel,533,163164
Q73H41,Q73H41_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,708,163164
Q73GK0,Q73GK0_WOLPM,unreviewed,"RNA methyltransferase, TrmH family, group 3",Wolbachia pipientis wMel,254,163164
Q73GE5,Q73GE5_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,847,163164
Q73HT9,Q73HT9_WOLPM,unreviewed,Arginine repressor,Wolbachia pipientis wMel,151,163164
Q73FS0,Q73FS0_WOLPM,unreviewed,ATP-dependent zinc metalloprotease FtsH (EC 3.4.24.-),Wolbachia pipientis wMel,613,163164
Q73GX6,Q73GX6_WOLPM,unreviewed,Cytochrome c family protein,Wolbachia pipientis wMel,158,163164
Q73HV9,Q73HV9_WOLPM,unreviewed,"Glycosyl transferase, group 2 family protein",Wolbachia pipientis wMel,532,163164
Q73G37,Q73G37_WOLPM,unreviewed,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase (EC 6.3.2.10) (D-alanyl-D-alanine-adding enzyme),Wolbachia pipientis wMel,509,163164
Q73IH8,Q73IH8_WOLPM,unreviewed,"Ribonuclease D, putative",Wolbachia pipientis wMel,392,163164
Q73GD2,Q73GD2_WOLPM,unreviewed,Conserved domain protein,Wolbachia pipientis wMel,97,163164
Q73I39,Q73I39_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,104,163164
Q73G36,Q73G36_WOLPM,unreviewed,"NADH-ubiquinone oxidoreductase, putative",Wolbachia pipientis wMel,316,163164
Q73GW0,Q73GW0_WOLPM,unreviewed,"DNA polymerase III, subunit, putative",Wolbachia pipientis wMel,273,163164
Q73GF6,Q73GF6_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,165,163164
Q73IJ5,Q73IJ5_WOLPM,unreviewed,Cell division protein FtsA,Wolbachia pipientis wMel,412,163164
Q73HM0,Q73HM0_WOLPM,unreviewed,"Preprotein translocase, YajC subunit",Wolbachia pipientis wMel,123,163164
Q73IM9,Q73IM9_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,145,163164
Q73H35,Q73H35_WOLPM,unreviewed,"Cytochrome d ubiquinol oxidase, subunit I (EC 1.10.3.-)",Wolbachia pipientis wMel,468,163164
Q73HX3,Q73HX3_WOLPM,unreviewed,Pyruvate dehydrogenase E1 component subunit alpha (EC 1.2.4.1),Wolbachia pipientis wMel,326,163164
Q73H53,Q73H53_WOLPM,unreviewed,Mg chelatase-related protein,Wolbachia pipientis wMel,502,163164
Q73GG6,Q73GG6_WOLPM,unreviewed,"Membrane protein, putative",Wolbachia pipientis wMel,260,163164
Q73I18,Q73I18_WOLPM,unreviewed,Fic family protein,Wolbachia pipientis wMel,348,163164
Q73FP1,Q73FP1_WOLPM,unreviewed,Bacterioferritin comigratory protein,Wolbachia pipientis wMel,155,163164
Q73IC4,Q73IC4_WOLPM,unreviewed,Acetylglutamate kinase (EC 2.7.2.8),Wolbachia pipientis wMel,303,163164
Q73I26,Q73I26_WOLPM,unreviewed,DNA repair protein RadC,Wolbachia pipientis wMel,224,163164
Q73GU6,Q73GU6_WOLPM,unreviewed,Protease DO (EC 3.4.21.-),Wolbachia pipientis wMel,497,163164
Q73I56,Q73I56_WOLPM,unreviewed,Glutathione synthetase (EC 6.3.2.3) (GSH synthetase) (GSH-S) (GSHase) (Glutathione synthase),Wolbachia pipientis wMel,309,163164
Q73H50,Q73H50_WOLPM,unreviewed,Uncharacterized protein,Wolbachia pipientis wMel,132,163164
