yourlist:M20180328A7434721E10EE6586998A056CCD0537E55CCE47	Entry
35580	A1Z6P0
34395	Q9VKZ0
34277	M9PFC8
34277	Q27403
318582	Q8IMQ4
2540136	O94629
9945	A0A0S2Z4W6
9945	A0A0S2Z4X9
9945	B3KMR8
9945	O94808
326619,320332	B2RTM0
326619,320332	P62806
40527	A0A0B4KF57
40527	A0A0B4KG14
40527	Q9VMY8
40524	A0A0B4KGF7
40524	Q0KIE6
40524	Q9VMY5
40522	Q9VMY3
44861	E2QD98
44861	M9NEZ2
44861	M9NG38
44861	M9PJD0
44861	Q0KHU9
44861	Q6NR03
44861	Q7KVT3
44861	Q9W3H6
44861	Q9W3H7
44861	Q9W3H8
44861	X2JCZ1
44861	X2JIZ6
177600	Q18194
822312	A0A178VIM3
822312	Q9LSE1
315989	B2RZ09
315989	P0C5H9
136242	A4D1T9
136242	B7ZMK3
822316	Q66GK1
9948	O75083
9948	V9HWG7
40529	Q95RB1
178898	Q9GZD0
177602	Q18100
177602	Q4PIU9
177602	Q53U86
177602	Q53U87
177602	W6RRX6
177602	W6RTH3
440400	Q6P5S7
56477	A0N0Q3
56477	D6RC73
56477	Q9NRJ3
178893	O44625
178892	O44624
178895	A0A0K3AV08
178897	Q9GZD5
177604	Q9N3Y1
818843	Q9SLB7
818842	A0A1P8B0T0
818842	Q9SLB8
818841	A0A178VSV5
818841	Q9SLB9
818840	A0A178VUQ4
818840	Q9SLC0
208691	Q8BGY2
319189	Q64525
359845	Q8N5W9
319185	P10853
818849	A0A178VYJ2
818849	Q8L866
2542025	O13909
2539924	O94424
51789	A0A0R4J1L0
51789	D3Z3U6
51789	D3Z3U7
51789	G3X9X7
51789	O54967
2539926	O60109
27285	Q9UIF3
2539920	Q92398
2539923	Q9Y7Z5
2539922	Q1MTQ5
819718	Q9SEI2
836307	A0A023T4L8
836307	A0A178U799
836307	A0A1P8BDB4
836307	Q00958
2539928	O94374
827841	A0A1P8B7M5
827841	Q9SUC0
836308	Q501B3
282291	Q8WNW7
19934	P67984
19934	Q4VAG4
827845	A0A178V3J1
827845	P56820
312451	F1M1R9
320873	P70408
827849	Q9SUB2
19933	Q9CQM8
843614	A0A178W6C6
843614	F4IEZ4
843614	F4IEZ6
843614	Q93ZH2
811521	Q8I4U5
296278	Q642A0
2768944	Q76NQ1
2768940	H5V8B8
2768940	M9MQH9
2768940	M9NDI6
2768940	P36179
2768949	Q7KU86
2768948	M9PEF7
2768948	Q7KU87
2768948	Q7KU88
2768948	Q7KU89
2543371	Q9HDY4
38315	M9ND26
38315	M9PE19
38315	Q7KV91
38315	Q7KV94
38315	Q7KV95
38315	Q9W004
57783	D3Z2W0
57783	E9QM75
57783	Q9WUU8
3640217	Q5A917
2541988	O42843
239528	Q3UQ34
239528	Q8CJG0
37110	A1ZB70
5740715	A0A0B4LFP4
5740715	A8DYH2
57781	Q9ES57
116519	A0A0B4RUS7
116519	Q6Q788
2543375	Q10073
3361407	P59289
836006	A0A178URD6
836006	Q9FIM0
159686	Q5T655
834821	A0A178UBE0
834821	Q8LEQ0
12050	P70345
834827	A0A1P8BHG5
834827	Q8GWU0
287119	D3ZR64
114971	Q8WUK0
496354	A0A1L8GC46
496354	Q5HZM6
834829	Q93ZX7
834829	W8PUB8
2543376	Q10072
37037	A0A0B4LFL6
37037	Q8T017
5950	P02753
5950	Q5VY30
11538	Q3UYC8
11538	Q5BL11
11538	Q9Z103
5955	Q14257
5954	Q15293
5954	V9HW95
5957	P35243
5959	A0A024RB18
5959	Q92781
399311	A0A1L8GQ66
399311	Q9YH16
2541981	O94726
65112	A2APF4
65113	Q8R0W6
65110	B3KUE7
65110	Q9H1J1
818382	A0A178VYR6
818382	Q9LD43
835198	A0A178UM24
835198	Q8L6Y4
65117	B3KMH4
65117	Q7L4I2
65114	Q3TRJ1
65114	Q9EQH3
103537	Q6P5G3
835195	A0A1P8BGY9
835195	A0A1P8BGZ1
835195	A0A2H1ZE90
835196	A0A178UGH1
835196	Q43284
835196	Q5HZ52
835190	Q9LU58
835191	A0A178UQ27
835191	A0A178URF1
835191	A0A1P8BD93
835191	A0A1P8BD99
835191	A8MS62
835191	Q9LU57
835192	A0A178UMN7
835192	Q949V0
12054	Q921K9
34640	Q86BL6
34640	X2J9K6
187502	P34496
64648	Q9BXN6
64645	Q96MC6
64647	Q00715
64646	Q4FZT6
64641	B2RNT0
64641	B7Z934
64641	Q9HAK2
64640	P62890
839471	A0A178W5Z1
839471	A8MQE8
839471	Q9LR71
148223	Q9UFG5
3644468	P43079
144100	E9PKC0
144100	Q6IQ23
5007827	A0A178WD72
5007827	Q1G3Y0
79695	Q8IXK2
18415	P48722
230	A0A024QZ64
230	P09972
79441	Q68CZ6
214742	A0A0A6YWP7
214742	A0A0A6YWY4
214742	A0A0A6YXM5
214742	B2RSN6
214742	Q6PGA0
825807	A0A178USG2
825807	Q9ZSA2
64399	Q96QV1
64398	Q658X5
64398	Q8N3R9
64393	Q9HA38
824001	A0A178VA84
824001	Q5XF07
64391	O88764
64397	A0A0C4DGM5
64397	Q9H2Y7
64395	Q53SE7
64395	Q96IK5
191419	Q23090
255061	Q86UU9
830165	A0A178UM09
830165	B9DGR9
830165	P59169
74776	D3Z636
74776	Q91VM9
842251	G1JSJ5
842251	Q9LQ55
19109	Q3TT66
19109	Q9CPQ2
842254	Q0JXE7
842257	A0A178WLE0
842257	Q9LQ48
842256	A0A1P8AN64
842256	F4ID16
17261	E9QKT0
17261	Q63943
17261	Q921S6
17260	A0A0G2JEC2
17260	A0A0H2UH28
17260	A0A0H2UKB6
17260	Q3V1B5
17260	Q8CFN5
831243	F4K5E0
831243	F4K5E2
831244	A0A1P8BH29
831244	Q8GZB6
17268	Q60954
9205	Q9UJ78
9204	O95789
9201	B7Z5K4
9201	O15075
9201	Q5VZY9
9200	B0YJ81
9203	A8K3Z7
9203	Q14202
9202	Q5VZL5
841504	A0A1P8AQ63
841504	Q9C6J7
245865	Q8BLQ4
245865	Q9JJF2
18511	P47242
18511	Q3V1K1
9209	Q9Y608
9208	A0A0F7NGI8
9208	B4DPC0
9208	Q32MZ4
90326	Q8WTV1
245867	B0R0C7
245867	Q8BHD8
4324201	Q0JLP9
110821	Q3UGC8
110821	Q91ZA3
12370	A0A087WQT6
12370	O89110
12370	Q3U607
12371	A2AS93
12371	Q8C3Q9
353255	Q812E8
176039	Q8WQE8
54859	C9IYN7
54859	Q0PNE2
64639	O35147
54857	Q9HCC8
18516	O35317
54855	Q5VWP2
149175	Q5VSG8
176031	Q9TXZ9
54852	A0A024R607
54852	Q9NXK6
176033	Q10952
54850	Q9NXK8
10288	A2IXV5
851324	Q07622
10286	B2R7W3
10286	O75934
10287	B4DP94
10287	P49795
10284	O00422
10284	X6RAL5
10285	O75940
10282	O15155
10282	Q53XK0
10283	D6REK3
10283	Q6UX04
10280	A2A3U5
10280	B4DR71
10280	Q99720
123803	A0A087X0T5
123803	Q96AB6
49821	D5A7M1
49821	Q9W1C9
851321	Q12424
851320	Q12315
68436	Q9D1R9
17480	A2A9D4
17480	Q08351
2745418	Q3EC92
160287	Q6ZMR3
13395	P70396
13395	Q3TYA7
13394	P70436
8626465	P90532
25467	P35570
13390	Q64317
13392	P40764
13392	Q52KJ2
829551	A0A178V7A4
829551	A0A1P8B3H0
829551	O49499
829551	Q3E6Z1
829550	O49500
829555	A0A178V1V1
829555	F4JJY7
829555	Q3E7I4
829555	Q94JY0
829557	A0A178UWB3
829557	P42731
2873141	Q5B6W1
851152	P50095
851153	P23287
2541887	C5IGP5
2541887	Q10366
851151	Q06671
851156	Q06673
851157	O13577
851154	Q06672
2904	Q13224
851158	P07991
2908	B7Z7I2
2908	E5KQF5
2908	E5KQF6
2908	F1D8N4
2908	P04150
2541889	Q09690
2541888	Q02953
496403	Q5J2J1
80905	Q9JJN0
3354971	Q5LJZ2
69269	A0A0R4J262
69269	Q8K136
3354977	A0A1B2AKZ9
3354977	Q9W5P1
20195	P50543
20194	P08207
20194	Q3TC45
79120	P61751
79121	P62332
20191	E9Q401
20191	Q60835
20191	Q80ZZ5
20193	P56565
20193	Q91V77
3355084	P36975
32026	P20351
2655023	Q8IBJ1
3355089	Q0E8A8
3355089	Q8SYP9
20198	P07091
20198	Q545V2
2540280	O14355
2540281	O43013
2540282	O43002
2540283	P18869
2540284	O60179
2540285	O74358
2540287	Q9USU5
2540288	O43030
178139	F1LIM5
178139	Q22436
815374	F4IMB5
815374	P92550
178132	Q23624
178130	Q23621
395269	P22451
178135	A0A061ACT3
178135	A0A061AE24
178135	H2FLH2
178135	H2FLH3
178135	Q23551
54149	Q68DA1
54149	Q9NYK6
54148	Q9NYK5
818387	A0A178VZA4
818387	Q8GXN7
852381	O43137
54141	Q7TME2
818380	Q93VQ0
443730	Q4V7K4
91748	A0A024R689
91748	A0A1C7CYX1
91748	Q6PJG2
79699	A8DPD7
79699	B4DK95
79699	Q9C0D3
20220	E9Q317
20220	O55128
20220	Q4FZH3
175070	Q9U2A8
175071	Q9U299
20224	Q99JZ4
79690	Q96RP7
79691	Q9H974
20229	P48026
20229	Q3V2Q2
79693	Q86U90
175078	Q9U294
175078	Q9U2A1
175079	Q9U296
91746	J3QR07
91746	Q96MU7
79697	Q9H6W3
828205	A0A178V4A7
828205	Q9ZQX6
67665	Q3TQY2
67665	Q8CBY8
813312	C0H517
828208	O81316
3636457	A0A1D8PP62
23554	A0A024R740
23554	O95859
23555	O95858
23556	A0A024R2C3
23556	A0A1W2PPR7
23556	A0A1W2PQA9
23556	O95427
23557	O95295
23551	Q96D21
23552	A0A0S2Z562
23552	A0A0S2Z5B6
23552	Q8IZL9
23553	Q2M3T9
66537	Q9CQT5
23558	A0A024R8L1
23558	Q969T9
23559	Q96G27
12055	A0A0U1RNX8
12055	O08664
51538	A0A087WXF8
51538	A0A087WXU5
51538	A0A087WYF0
51538	A0A087WYV3
51538	A0A0D9SEW3
51538	B4DYA9
51538	Q9NP64
51537	A0A024R1E4
51537	Q9UDX5
51535	Q8NEY8
51534	A0A087WY55
51534	Q9NP79
51533	A0A024R336
51533	A8K856
51533	Q9BWX1
51531	Q5T114
51531	Q9BU70
51530	C9J0I9
51530	Q86WB0
2540424	O60174
2540425	P79082
2540426	O60182
219874	Q8NGN1
59047	E9Q9A5
59047	G5E8N7
2540421	O74809
2540422	P78937
59044	Q5SVR5
59044	Q8VEM1
41022	P32748
398823	A0A1L8HCR0
398823	Q6PAW2
771257	F1NAP2
315716	Q7TPB4
813319	Q8I3A9
23880	B2RUR0
23880	O35601
23881	P97379
23881	Q3TEL4
23881	Q3U541
23881	Q3U6B1
23881	Q542W3
41026	Q9VHN8
23885	Q920G9
74617	Q920A5
2539409	P78859
217012	Q8CGY6
217011	Q3URT5
217011	Q8VEJ4
182756	O45080
8574	B4DZX4
8574	O43488
8574	V9HWA2
41028	Q9VHN6
8576	A0A024R440
8576	B4DPS1
8576	B8ZZI5
8576	O75716
8577	Q8IYR6
8570	Q92945
8572	A0A0S2Z4N4
8572	P50479
8573	O14936
447064	Q6DCC6
84263	A0A024R159
84263	Q6YN16
382406	Q8BHD1
398900	Q6PAA0
2539405	O74941
26061	B4DXR1
26061	Q9UJ83
84265	A6NGX6
84265	Q9BT43
2542689	O14027
84264	B4DED4
84264	Q6PII5
35742	Q24311
843932	Q93VA8
843931	Q9LQR8
35741	A1Z765
35741	Q8MSH0
35747	Q7KNF1
35744	A0A0B4K7U3
35744	Q9V333
843934	A0A178WGH9
843934	P11574
35748	Q7K3W2
35749	H0RN96
35749	Q7K0S1
174309	P54812
51393	Q9Y5S1
32214	Q9VYK9
51399	B4DF86
51399	E9PKS9
51399	E9PQE8
51399	J3KP27
51399	Q9Y296
32216	Q9VYK7
22687	Q62384
149951	Q86VX2
816296	F4IPI5
816297	Q94C69
816290	A0A178VRA4
816290	Q38902
816291	Q9SXL4
69878	P62307
69878	Q497K3
69878	Q6NZQ3
844385	A0A178WEZ9
844385	F4HS76
844385	Q9M8L4
816298	O48828
22689	P10077
26595	A0A126GVQ4
26595	Q96RD0
231713	B2RQV1
231713	Q8BWZ3
29958	B3KQ84
29958	Q9UI17
818622	Q9S756
56548	Q9NS84
56547	Q9NRE1
945571	P0A910
282016	Q58DA0
811404	Q8I559
36364	Q7K4B4
221692	B4DHU0
221692	Q9C0D0
2539904	O42944
65255	Q9WV71
65254	Q9EQF6
65257	Q9WV72
65256	Q8K0L0
65251	Q9BS31
65250	Q9H799
69263	Q3TKD1
69263	Q8R323
65258	A0A0A0MR93
65258	Q53F39
835889	A0A178UEJ5
835889	Q8H1Z0
811402	Q8I561
227695	Q3UHX9
227699	Q6ZQH8
75560	Q8CHI8
2541669	Q09800
110172	P97858
2541668	Q09916
2541668	S6CCW7
2300	Q12952
2300	Q498Y4
100736515	G3BGU2
25488	Q63362
25489	A0A0G2K8P3
25489	Q62940
1466483	Q3E832
827998	Q9ASP6
25481	Q499S5
420288	Q5ZLE6
226154	Q91YU6
854331	Q99189
854330	Q12330
3717	A8K910
3717	B4DYV1
3717	O60674
3716	P23458
3716	Q6P669
854335	Q12125
854334	Q99321
854337	Q12104
854336	Q99287
854339	P13188
854338	Q3E7X9
348174	A5D8T8
3718	A0A024R7M7
3718	P52333
21907	Q64104
21907	Q78ZM1
810927	Q8IHZ5
79901	Q53TN4
79902	J3KT10
79902	Q9BW27
116891	Q3U957
116891	Q8BNI4
79905	H3BNW8
79905	Q7Z402
342538	Q9H009
79908	Q6UX41
4909	A0A024QZE4
4909	P34130
4908	P20783
2302	A0A024R8P1
2302	Q92949
4901	P54845
4900	A0A024R3M7
4900	Q92686
4902	Q99748
4905	P46459
4904	P67809
4907	P21589
4907	Q6NZX3
841082	A0A178WEQ7
841082	Q39241
57639	Q8IYE0
57639	Q96MS1
57636	Q9P227
327035	A0A0H2UKC6
57634	Q96L91
2543240	Q9P7T4
2543240	S6B6U0
57630	Q7Z6J0
57631	Q5VUJ6
35756	Q7KMJ6
13177	P42125
837625	A0A178WJ19
837625	Q3EDE9
837625	Q8GX21
837627	A0A178WN13
837627	Q9C5Z2
837621	A0A1P8AQ68
837621	Q9SAC4
837622	A0A178WHZ3
837622	Q9S701
36462	Q7JRD4
185933	Q09562
36460	Q9V6L9
5686	A0A109NGN6
5686	P28066
36466	A1Z9A8
36466	T2FGD8
53822	P58549
817659	O82277
67399	Q3TJD7
67399	Q8BVJ7
143941	A6NLP5
817656	A0A178VTF2
817656	O82279
36468	P14318
36469	A1Z9B0
36469	A1Z9B1
817650	A0A178VME5
817650	B3H6L8
817650	F4IPV3
1186	P51798
447146	A0A1L8HMX5
447146	Q66KU4
1187	P51800
281722	Q28088
1184	A8K4H5
1184	B3KRR2
1184	P51795
1184	V9GYG7
38932	Q9VSG9
1185	P51797
281420	P26882
830463	F4K0U3
830463	O24412
84765	A0A024R4N6
84765	Q9BSK1
38930	O18339
34828	Q9V3Y7
38931	Q9VSG8
830461	Q9FFK1
38936	Q8IQA1
38936	Q9VSH3
34823	M9MSI4
34823	Q9VJU1
813330	Q8I398
2306	O60548
38937	M9NF33
38937	Q9VSH4
10400	Q9UBM1
852744	P53125
837755	A0A178WFB9
837755	O65376
30939	Q9CQJ7
2703383	G8HBC6
2703383	P04290
210376	Q9Z2D0
22784	P97441
22784	Q3TMQ7
22784	Q6NZC3
22784	S4R169
6820	O00204
6821	A0A024RB79
6821	P51687
6822	A8K015
6822	Q06520
844387	Q9M8L6
6827	P63272
6829	O00267
447145	Q66KU5
853946	P36024
853945	P36152
853944	P36151
853943	P36150
853942	P36149
853941	P36148
853940	P00431
80864	A0A1U9X7N9
80864	Q99944
850360	P25349
850361	P08679
850366	P25333
850367	P25343
853949	P36154
35513	Q8T0G1
4336589	B9FGG6
4336589	Q7XU27
187425	Q21499
856053	Q02799
814352	O97225
814350	O77315
31872	Q24324
31872	X2JAZ3
814355	O97226
814354	O97227
33652	Q8SXG7
33650	Q9VQZ7
856051	Q02786
37339	Q7K3D8
33657	Q9VR05
33654	M9MRC9
33654	P41092
33655	Q9VR03
37335	Q86BY9
37334	A1ZBX0
37337	Q4QQ12
37336	A0A0B4LH09
37336	Q4QPP9
37330	A0A0B4LG45
37330	A1ZBW6
114023	P23514
35514	Q9V9I2
15081	P84244
822159	A0A178VA88
822159	Q9LS08
39429	M9PI41
39429	Q9VTY8
39428	M9PFA9
39428	Q9VTY7
2541913	Q9UTD5
39425	M9PFF6
39425	Q9VTY4
39424	Q8IQH2
39424	Q9VTY2
39423	Q9VTY1
39421	A8JNS0
39420	C8VV60
39420	M9NE87
39420	Q9VTX8
31658	Q9W3S3
31659	A4V438
31659	Q9NBW1
399380	Q0IHC2
31651	Q9W3T0
4249	Q09328
31657	Q9W3S4
68375	Q9DCJ5
2745753	A0A178W937
2745753	A0A1P8ARH5
2745753	Q84MD1
57434	Q9CX47
79887	Q6P4A8
71834	G3X9N4
71834	Q9DAI4
827995	A0A1P8B4F6
827995	Q93VH6
339479	Q76B58
67341	M0QW46
2543085	Q9UT56
30932	Q922H9
34172	Q9VLL1
34170	Q86BM5
34170	Q8IPF5
34170	Q9VLL3
34171	P42287
34176	Q7KTI0
34177	Q9VLK8
447129	Q66KW5
35881	P38040
35880	Q7K003
35882	Q7K3J0
35885	A1Z7K2
4240	B3KTQ2
4240	B4E396
4240	F5GZN3
4240	Q08431
4240	X6R3G6
35886	P52029
35889	Q8SYP8
35888	A0A0B4LEH4
35888	A1Z7K4
4241	P08582
4241	Q53XS6
811721	Q8ILV3
2543089	Q9UTN4
811723	Q8ILV1
856409	P32793
856408	P38760
856401	P0C2H6
856400	P38758
856403	P38759
856402	P38705
856405	P23624
856404	P07347
3885899	C6KT03
10407	A0A0A0MRG4
10407	Q08648
10407	Q6PDA7
76130	A2BE28
834800	Q8LPF3
815400	P42792
3885894	C6KT55
3885896	C6KT00
811897	Q8ILC9
11516	O70176
11516	Q3UYH8
11516	Q8BJT8
852867	P16639
811890	Q8ILD6
299625	D3ZLC1
811898	Q8ILC8
317911	Q8IQS7
818036	O04291
317917	Q8IQU5
317916	Q8IQU7
317919	Q8IQU8
838724	A0A178W671
838724	Q84JT5
54208	Q80ZW9
54208	Q9JKW0
150275	A0A024R1C5
150275	B7Z820
150275	Q8IWD4
18563	E9QPD7
18563	G5E8R3
18563	Q3UFS6
18563	Q8BP54
239099	A0A0R4J108
239099	Q80W88
150274	B0QYH2
150274	Q8IWL3
838108	A0A178W575
838108	Q8L7A6
838109	A0A178WDP8
838109	Q9FV53
948484	P0A7J7
838104	A0A178WN02
838104	A0A178WPV4
838104	Q8L920
838104	Q9XI35
27091	Q9UF02
838106	A0A178WMK2
838106	Q9XI32
838100	P37106
838100	Q56XJ0
103733	P83887
103733	Q6F4J1
811525	Q8I4U1
65171	A0A0G2K464
65171	Q9JKE3
35225	P15348
79250	Q9ER34
35227	M9PG80
35227	Q9VIW0
11835	P19091
35221	Q9VIW6
35220	Q9VIW7
35223	M9PBD9
35223	M9PD65
35223	Q9VIW3
35222	Q8INW5
35222	Q9I7M3
35222	Q9VIW5
839275	A0A178WH70
839275	Q3EDL2
839275	Q8GXL3
839274	Q9LNJ7
839277	A0A178WGC2
839277	A0A1P8AT08
839277	F4I454
839277	Q7GB25
27092	A0A024R8J8
27092	Q9UBN1
35229	Q9VIV8
35228	Q9VIV9
839273	A0A178W979
839273	O23049
2538892	O94715
16150	A0A0R4J0T4
16150	O88351
16150	Q5D0E0
2538890	O94714
2538891	O94724
188742	Q9GZG8
188742	V6CLI1
2538897	O74835
2538894	O94548
16151	E9Q2Y3
16151	O88522
16151	Q7TSS3
16151	Q8VC91
234388	Q9D8X2
2538898	Q9USK5
948482	P0CE48
185118	Q19899
16153	P18893
16153	Q3U879
79256	Q9JJ54
65178	Q05140
79257	O70239
838729	A0A1P8ANM3
838729	A0A1P8ANM6
838729	A0A1P8ANN1
838729	F4HWF9
813766	C0H598
813765	C0H5G3
813764	Q8IDS7
3361064	P0CT66
3361064	P0CT67
813760	Q8IDT8
56320	A0A0R4J1E3
56320	Q3TRK3
56320	Q9QXS6
246777	Q6UW49
314251	A0A140UHX6
314251	Q6XDA0
14367	Q3UEG1
14367	Q9EQD0
101489	Q3TIR3
832405	A0A178UCM8
832405	Q9FHL8
323269	E7FDS7
323269	Q802Y8
100513186	A0A287AGR0
813495	Q8I2T4
527201	Q3ZCF0
855459	P21951
52432	F6RV17
52432	Q925E7
855457	P53844
855456	P53843
855454	P39104
855453	P32487
855452	P53841
855451	P38971
855450	P41832
34530	M9PB98
34530	Q9VKL0
94093	E9QME5
94093	E9QP19
94093	Q99PP7
320795	P70268
56995	Q9NRJ4
853129	P53305
853128	P32905
233826	D3YVU6
233826	Q3U0P1
56996	Q9BXP2
56996	Q9H7I6
853121	P42940
853120	P42939
853123	P22803
853122	P42941
853125	P53303
853124	P42942
853127	P53047
853126	P53304
6011	Q15835
6010	P08100
2654996	Q8IBE9
6015	A0A1U9X8F2
6015	Q06587
6014	Q99578
6017	P12271
6016	Q92963
6018	Q13129
130574	Q86Y78
56421	Q8C605
56421	Q9WUA3
100507203	H3BR10
10048	A0A024QZW3
10048	Q96S59
10049	A0A0J9YX62
10049	E9PH18
10049	O75190
836236	F4K204
836236	Q9FNQ0
396262	P18660
10040	O75674
10040	Q8NI65
10042	Q7Z641
10042	Q9UGU5
10043	B3KUF5
10043	O60784
10044	B4DG32
10044	Q8N5H7
10045	A8K2M8
10045	Q9BRG2
10046	Q13495
825251	A0A178VIL0
825251	Q8VYP5
11840	P84078
173539	O16741
825257	Q9LZX8
255119	Q6V702
313707	D4A1X2
811274	Q7KQK0
811274	Q8T323
39581	M9PI58
39581	Q9VUE5
821543	A0A178VNP2
821543	Q56XE8
838338	A0A178WC89
838338	Q4PT31
821544	A0A178VBD4
821544	P28769
134359	Q8NA72
821548	A0A178VCF0
821548	F4JDH7
821548	Q9LJZ2
13198	P35639
13198	Q3V405
813651	Q8IEC9
134353	P83369
827261	Q8GW48
2655111	Q8IBT9
2655110	Q8IBU0
2655117	Q8IBS3
2655116	Q8IBS5
2655115	Q8IBS6
44279	A1Z9D7
44276	Q9W164
44274	Q9VNJ5
44275	M9PCZ7
44275	Q9VLH8
44272	M9PDE2
44272	Q9U3V5
44271	Q9U3V9
42829	Q9VCG0
854477	Q08760
854474	O14467
854475	Q08754
854472	Q08749
854473	Q08750
854470	Q08747
854471	Q08748
42821	A8JR89
42821	O77237
42820	A0A0B4K709
42820	A0A126GV09
42820	Q9VCG8
42823	Q9VCG6
42822	A0A1B2AK92
42822	P52656
42825	Q9VCG4
42824	A0A0B4K7E4
42824	A0A0B4KHQ9
42824	A0A0B4KHZ2
42824	A0A0C4DHB2
42824	A8JR92
42824	A8JR93
854478	P08521
854479	P07258
2539712	Q9Y808
38534	A8JNK4
38534	M9ND42
38534	M9ND44
38534	M9NDH6
38534	M9NE16
38534	M9NF07
38534	M9NF10
38534	M9PBP3
38534	M9PE52
38534	Q9VZD7
38535	M9NDH8
38535	Q9VZD5
823948	A0A178VN92
823948	A0A2H1ZEJ8
823948	Q9SU56
2539717	O74313
38530	Q8SZA8
38531	Q9VZE0
5083	P55771
5083	Q2L4T1
5082	Q13371
5081	P23759
5080	A0A1W2PRA8
5080	D1KF47
5080	F1T0F8
5080	P26367
5080	Q66SS1
5087	A0A024R919
5087	A8K5V0
5087	P40424
5087	Q53YC7
823943	Q9STS6
39941	Q86BI8
23199	Q14687
34615	P91657
34615	X2J5R5
2541715	Q9HFF4
2541714	Q9P7V3
2541710	Q9UT79
2541713	P87127
2541712	Q9P3T6
5331	Q01970
5330	Q00722
5330	Q59F77
5330	Q9BVT6
5333	A8K8F9
5333	P51178
5332	Q15147
5335	P19174
5335	Q4LE43
5335	Q9UFY1
5337	Q13393
5337	Q59EA4
5336	P16885
5339	Q15149
5338	O14939
818148	Q8L924
298012	Q4KMA2
844383	Q9M8L2
64763	A0A0C4DFM2
64763	Q6ZN55
64763	Q71MF7
175273	Q9N2X3
175270	P90978
175270	Q8MXS2
246074	P07308
175277	Q9TYU9
175275	H1ZUX3
175275	H2L089
175275	Q965F9
246254	G3V9X2
246254	Q9R080
164395	B4DZ96
164395	Q3SXZ7
812170	Q8IKL6
36145	A0A0B4LF41
36145	Q8SWZ1
36144	Q5U0X8
123970	Q8WTQ4
36146	A0A0B4LF59
36146	Q7KN79
360734	Q6TUG0
36142	Q7KR04
70495	Q1XID4
70495	Q9CYN9
70497	E9QAJ9
70497	Q3UIA2
64760	Q86V87
33515	Q9VQK8
33514	Q9VQK7
33516	Q9VQK9
33516	X2J6Q6
33511	Q9VQK3
73173	Q8VHR0
33513	Q9VQK5
33512	Q9VQK4
33519	Q9VQL2
33518	Q9VQL1
71722	Q924A2
18739	O35954
827622	A0A178UUP9
827622	O49403
27329	Q9Y5C1
87178	Q8TCS8
102724159	A0A0B4J2E5
102724159	Q15269
29820	Q8BUM7
29820	Q9JLL3
121278	Q8IWU9
137872	Q8IWW8
83666	Q59ER9
83666	Q8IXQ6
83667	P58004
83660	Q9Y4G6
43316	Q8SXF2
2912	Q14416
217258	A4PBQ7
217258	F8WGE3
217258	Q8K442
69121	A0A0B4J1E8
69121	D3YV59
69121	Q8VEA6
47998	Q9VFT4
175895	C1P622
175895	Q09517
175895	S6FCZ1
175890	Q09390
255762	Q8IXQ8
821056	Q8VWG7
318957	Q8IP68
242425	Q80T41
813502	C0H551
178443	Q9U320
178447	G5EG39
821059	A0A178VGP0
821059	A0A1I9LRD0
821059	A0A1I9LRD1
821059	Q6NMM1
25939	Q59H15
25939	Q9Y3Z3
2914	A1L4F9
2914	A8K0J8
2914	B7ZLU9
2914	Q14833
797	P10092
12550	A0A0R4IZW5
12550	P09803
816870	A0A1P8B187
816870	P93831
729092	A6NIR3
12554	Q9WTR5
12555	P33146
12557	Q3U1Y7
12557	Q9R100
12558	P15116
12558	Q3UIC2
12558	Q8BSI9
8000	D3DWI6
8001	O75311
8001	Q9UPF3
763	P35218
816874	A0A1P8AXW4
816874	Q84WV8
819162	F4IG73
834162	A0A178UBJ5
834162	Q9FFS0
361825	Q4KLI0
7469	A0A0C4DFX9
7469	Q9H3P2
7468	O96028
50930	A0A0U5JAA8
50930	Q9QYH9
7462	Q9GZY6
7461	A0A140VJG6
7461	A7E2F7
7461	Q9UDT6
834169	A0A178UQL8
834169	Q9FFR3
50934	Q9QXW9
7466	A0A0S2Z4V6
7466	O76024
7465	P30291
7465	Q86V29
50937	Q4KMG0
65096	O88917
65095	Q8N9T8
65094	Q9H9V9
838660	A0A1P8AUU8
838660	A0A1P8AUV1
838660	Q9LM84
836093	A0A178UES7
836093	P19037
838668	A0A178W875
838668	Q9LM76
286940	Q80X90
146779	Q8N7B9
817263	F4IFQ0
817263	Q9SHS7
829379	A0A178UT15
829379	A0A178UV57
829379	C0Z2F6
829379	Q0WP65
829379	Q9SUU8
833672	A0A178UFA9
833672	A0A1P8BCS5
833672	Q9FGV1
10899	O76095
10898	B7Z7B0
10898	O95639
833677	Q1HDT2
833676	Q9FHW2
10892	A8K5S1
10892	Q9UDY8
10891	A0A024R9Q9
10891	Q9UBK2
10890	P61026
10897	A6NGW1
10897	A8K509
10897	O95070
100788725	D2DF32
829377	A0A178UZ63
829377	A0A178V172
829377	Q8RWY7
829376	A0A178UWT4
829376	O48946
829376	W8PUJ0
820281	Q8VZI9
160897	Q86V85
817264	A0A178VX84
817264	F4IFQ2
817264	Q8S897
841229	F4HWS5
817265	A0A178VXD3
817265	Q9XIN0
835789	Q9SCV8
835788	Q1EBW4
835788	Q5HZ36
835781	A0A178UQX0
835781	Q8H0Z8
835780	A0A178URY3
835780	F4K933
734652	Q4KLR5
2541838	P0CT58
2541838	P0CT59
139341	Q8IVP5
119467	Q8NCR9
