Proteome ID,Organism,Organism ID,Protein count
UP000007798,Drosophila willistoni (Fruit fly),7260,14819
UP000172799,Equid alphaherpesvirus 3,80341,77
UP000032735,Xenorhabdus poinarii G6,1354304,3557
UP000014463,Halomonas anticariensis (strain DSM 16096 / FP35),1121939,4705
UP000001299,Butyrivibrio proteoclasticus (strain ATCC 51982 / DSM 14932 / B316) (Clostridium proteoclasticum),515622,3799
UP000018975,Afipia sp. P52-10,1429916,4769
UP000070490,Coriobacteriales bacterium DNF00809,1588753,1709
UP000005940,Streptomyces tsukubensis NRRL18488,1114943,6684
UP000034681,Prochlorothrix hollandica PCC 9006 = CALU 1027,317619,3617
UP000019080,Propionibacterium acnes JCM 18916,1302242,3663
UP000019081,Propionibacterium acnes JCM 18918,1302243,4111
UP000019109,[Clostridium] straminisolvens JCM 21531,1294263,4383
UP000006859,Dickeya dadantii (strain 3937) (Erwinia chrysanthemi (strain 3937)),198628,4532
UP000177024,Gallionellales bacterium RIFCSPLOWO2_02_FULL_57_47,1798254,2522
UP000019141,Candidatus Entotheonella sp. TSY1,1429438,8429
UP000002686,Bradyrhizobium sp. STM 3843,551947,8201
UP000019189,Klebsiella pneumoniae ISC21,1432558,5415
UP000019374,Ophiocordyceps sinensis (strain Co18 / CGMCC 3.14243) (Yarsagumba caterpillar fungus) (Hirsutella sinensis),911162,6968
UP000005655,Mycobacterium phage BillKnuckles,1089116,86
UP000019401,Nocardia seriolae,37332,7386
UP000015081,Escherichia phage 1720a-02,1115653,68
UP000109712,Chimpanzee faeces associated circular DNA virus 1,1676184,3
UP000019474,Lactobacillus florum 8D,1221538,1228
UP000007652,Caloramator australicus RC3,857293,2679
UP000136673,Influenza B virus (B/Sydney/49/2008),1275759,11
UP000014725,Cellulophaga phage phi14:2,1327990,133
UP000150460,Ferret coronavirus,1264898,9
UP000000525,Mycobacterium phage Angelica,861044,94
UP000019732,Escherichia phage Bp4,1458848,94
UP000019731,Streptococcus phage Spn1,1461246,63
UP000006873,Eubacterium limosum (strain KIST612),903814,4506
UP000133543,Meles meles circovirus-like virus,1128073,2
UP000007710,Human papillomavirus type 2a,10584,7
UP000008956,Ruminococcus torques L2-14,657313,2797
UP000008960,Anaerostipes hadrus,649756,2771
UP000002914,Phaeobacter inhibens (strain ATCC 700781 / DSM 17395 / CIP 105210 / JCM 21319 / NBRC 16654 / NCIMB 13546 / BS107),391619,3853
UP000038041,Enterobius vermicularis (Human pinworm),51028,12891
UP000006605,Peptostreptococcaceae bacterium AS15,936556,2299
UP000008623,Foxtail mosaic virus,12179,5
UP000007232,Parainfluenza virus 5 (strain W3) (PIV5) (Simian virus 5),11208,8
UP000076077,Microbulbifer thermotolerans,252514,3126
UP000004679,Methylophaga thiooxydans DMS010,637616,2492
UP000075353,Candidatus Bathyarchaeota archaeon B23,1779367,747
UP000002822,Mycobacterium phage Astro,1195075,99
UP000074447,Hadesarchaea archaeon YNP_N21,1776333,1227
UP000028622,Bosea sp. LC85,1502851,6190
UP000007544,Vesicular stomatitis Indiana virus (strain Glasgow) (VSIV),11278,5
UP000005759,Citreicella sp. SE45,501479,5420
UP000070433,Ramlibacter tataouinensis,94132,4136
UP000005089,Oxalobacter formigenes OXCC13,556269,2076
UP000005093,Ruegeria lacuscaerulensis (strain DSM 11314 / KCTC 2953 / ITI-1157) (Silicibacter lacuscaerulensis),644107,3603
UP000070129,Bacteroidetes bacterium OLB12,1619897,3424
UP000000423,Ureaplasma parvum serovar 3 (strain ATCC 700970),273119,611
UP000002805,Streptomyces pristinaespiralis ATCC 25486,457429,6866
UP000003142,Mogibacterium sp. CM50,936375,1791
UP000064137,Pseudomonas oryzihabitans,47885,4281
UP000020878,Candidatus Accumulibacter sp. BA-94,1454005,3127
UP000005244,Peptoanaerobacter stomatis,796937,2275
UP000060353,Arthrobacter sp. Hiyo8,1588023,7011
UP000058599,Sphingopyxis granuli,267128,4159
UP000031599,Enhygromyxa salina,215803,8157
UP000006075,Actinomyces neuii BVS029A5,888439,1934
UP000008576,Influenza A virus (strain A/Seal/Massachusetts/1/1980 H7N7),384493,13
UP000032292,Skermanella aerolata KACC 11604,1385368,8022
UP000076925,Scytonema hofmannii PCC 7110,128403,9705
UP000036959,Candidatus Burkholderia verschuerenii,242163,4492
UP000054465,Rhodobacteraceae bacterium HLUCCA24,1666918,537
UP000054175,Streptomyces albus subsp. albus,67257,8029
UP000000755,Gramella forsetii (strain KT0803),411154,3554
UP000053765,Methanobacteriaceae archaeon 41_258,1635284,1599
UP000053528,Pseudoglutamicibacter albus DNF00011,1401063,1446
UP000053394,Streptomyces sp. NRRL B-1568,1609106,2743
UP000053180,Parcubacteria bacterium 33_209,1635290,605
UP000053806,Fulmarus glacialis (Northern fulmar),30455,8115
UP000051771,Bosea sp. Root483D1,1736544,6046
UP000053599,Exophiala sideris,1016849,10841
UP000050870,Acidimicrobium sp. BACL27 MAG-120823-bin4,1655564,1387
UP000050461,Phormidium sp. OSCR,1666905,4156
UP000054859,Legionella adelaidensis,45056,2194
UP000051544,Betaproteobacteria bacterium SG8_41,1703391,3176
UP000033503,Peptococcaceae bacterium BRH_c23,1629714,5016
UP000038830,Cyberlindnera jadinii (Torula yeast) (Pichia jadinii),4903,5052
UP000037534,Parcubacteria bacterium C7867-007,1659201,776
UP000037020,Streptomyces varsoviensis,67373,8643
UP000036498,Methylobacterium platani,427683,5643
UP000035585,Luteibacter rhizovicinus DSM 16549,1440763,3557
UP000035310,Mycoplasmataceae bacterium RC_NB112A,1524337,815
UP000034845,Candidatus Yanofskybacteria bacterium GW2011_GWA1_39_13,1619019,338
UP000034778,Candidatus Woesebacteria bacterium GW2011_GWB1_33_22,1618566,998
UP000034654,Parcubacteria group bacterium GW2011_GWC1_45_14,1618915,954
UP000034453,candidate division TM6 bacterium GW2011_GWE2_42_60,1619076,939
UP000034325,Candidatus Woesebacteria bacterium GW2011_GWA1_39_12,1618549,1429
UP000034291,Aspergillus rambellii,308745,7761
UP000034251,Microgenomates group bacterium GW2011_GWC1_37_12b,1618510,1051
UP000034107,Candidatus Nomurabacteria bacterium GW2011_GWA1_46_11,1618732,975
UP000034062,Parcubacteria group bacterium GW2011_GWB1_41_6,1618869,667
UP000034350,Nosema ceranae,40302,3200
UP000077255,Dyella thiooxydans,445710,3854
UP000076753,Anoxybacillus sp. B7M1,1490057,3736
UP000075994,Desulfuromonas sp. DDH964,1823759,3483
UP000008024,Enterobacter phage Enc34,1150990,80
UP000031737,Trypanosoma rangeli SC58,429131,7365
UP000070169,Variovorax sp. PAMC 28711,1795631,3960
UP000070110,Colwellia sp. Phe_37,1795872,2548
UP000066621,Azoarcus sp. CIB,198107,4693
UP000065745,Calothrix sp. 336/3,1337936,5001
UP000063953,Oblitimonas alkaliphila,1697053,2127
UP000061825,Sphingomonadales bacterium BRH_c3,1734408,2297
UP000030588,Bacillus ginsengihumi,363870,2914
UP000030451,Vibrio sinaloensis,379097,4001
UP000030341,Pseudoalteromonas sp. OCN003,1348114,3997
UP000030143,Penicillium expansum (Blue mold rot fungus),27334,11060
UP000165775,Bat circovirus,1329650,1
UP000029714,Helicobacter saguini,1548018,1956
UP000029622,Caloranaerobacter azorensis H53214,1156417,2148
UP000029499,Pseudomonas rhizosphaerae,216142,3893
UP000029482,Streptomyces glaucescens,1907,6550
UP000054873,Synergistales bacterium 58_81,1635274,1448
UP000054619,Vulcanisaeta sp. MG_3,1714250,953
UP000054199,Gammaproteobacteria bacterium SG8_47,1703406,2444
UP000053875,Picoides pubescens (Downy woodpecker) (Dryobates pubescens),118200,13097
UP000053070,Erythrobacter gangjinensis,502682,2492
UP000052022,Tropicibacter multivorans,928856,3869
UP000051733,Lactobacillus vaccinostercus DSM 20634,1423813,2398
UP000051124,candidate division TA06 bacterium DG_26,1703771,1384
UP000050889,Hydrogenophaga sp. Root209,1736490,4859
UP000050421,Algoriphagus marincola HL-49,1305737,3514
UP000034952,Candidatus Nomurabacteria bacterium GW2011_GWE1_35_16,1618761,826
UP000034764,Candidatus Yanofskybacteria bacterium GW2011_GWD2_39_48,1619031,554
UP000034313,Parcubacteria group bacterium GW2011_GWA1_60_11,1618805,237
UP000034197,Candidatus Uhrbacteria bacterium GW2011_GWF2_40_263,1618996,1041
UP000033836,Leucobacter sp. Ag1,1642040,3028
UP000033358,Candidatus Arcanobacter lacustris,1607817,815
UP000032448,Photobacterium iliopiscarium,56192,3736
UP000016900,Candidatus Pantoea carbekii,1235990,825
UP000031466,Flavobacterium sp. KMS,1566023,4503
UP000030579,Capnocytophaga sp. oral taxon 329 str. F0087,706436,2525
UP000033847,candidate division WWE3 bacterium GW2011_GWF1_42_14,1619138,977
UP000006726,Cryptosporidium parvum (strain Iowa II),353152,3805
UP000023067,Brachybacterium phenoliresistens,396014,3605
UP000026042,Helicosporidium sp. ATCC 50920,1291522,6029
UP000027006,Hyphomonas sp. T16B2,1280941,3301
UP000028058,Streptomyces fradiae (Streptomyces roseoflavus),1906,6179
UP000028527,Bacillus sp. SJS,1423321,4050
UP000028883,Microbacterium sp. C448,1177594,3165
UP000182241,Tsukamurella tyrosinosolvens,57704,5201
UP000033409,Saccharothrix sp. ST-888,1427391,5936
UP000030301,Arthrobacter sp. PAMC 25486,1494608,4345
UP000031399,marine actinobacterium MedAcidi-G1,1550399,1361
UP000031501,Streptomyces pluripotens,1355015,5964
UP000032747,Flavobacterium sp. 316,1603293,3356
UP000033457,Corynebacterium kutscheri,35755,2047
UP000095209,Bacillus solimangrovi,1305675,3530
UP000033750,Mycoplasma meleagridis ATCC 25294,1264554,505
UP000050471,Aliiroseovarius crassostreae,154981,3465
UP000052978,Myotis brandtii (Brandt's bat),109478,19243
UP000053677,Candidatus Paraburkholderia kirkii,198822,2202
UP000051813,Lactobacillus dextrinicus DSM 20335,1423738,1691
UP000053858,Charadrius vociferus (Killdeer) (Aegialitis vocifera),50402,14257
UP000070387,Streptococcus sp. DD13,1777881,1649
UP000011295,Pelagibacter phage HTVC019P,1283079,59
UP000076599,Haladaptatus sp. R4,1679489,4086
UP000011154,Pseudomonas phage H66,1273707,71
UP000008477,Hamster polyomavirus (HaPyV) (Mesocricetus auratus polyomavirus 1),1891729,5
UP000005232,Ralstonia phage RSS0,1150992,12
UP000116972,Bat circovirus POA/2012/VI,1572239,2
UP000107373,HIV-1 CRF03_AB,540995,9
UP000000227,Ralstonia phage RSA1,406340,51
UP000183957,bacterium CG10_46_32,1911907,942
UP000094646,Rhodanobacter sp. SCN 69-32,1660136,2951
UP000095728,Hanseniaspora osmophila,56408,4653
UP000150093,Peromyscus papillomavirus type 1,1074206,6
UP000028946,Candidatus Caedibacter acanthamoebae,244581,1629
UP000028323,Snodgrassella alvi SCGC AB-598-O02,1443103,1571
UP000178372,Candidatus Roizmanbacteria bacterium RIFCSPHIGHO2_01_FULL_39_12b,1802030,932
UP000177080,Candidatus Amesbacteria bacterium RIFCSPLOWO2_01_FULL_48_25,1797259,1050
UP000177276,Candidatus Zambryskibacteria bacterium RIFCSPLOWO2_12_FULL_39_16,1802775,526
UP000177418,Candidatus Roizmanbacteria bacterium RIFCSPLOWO2_02_FULL_36_11,1802071,1140
UP000176745,Candidatus Tectomicrobia bacterium RIFCSPLOWO2_12_FULL_69_37,1802343,2999
UP000178875,Deltaproteobacteria bacterium GWB2_55_19,1797814,2374
UP000095009,Nadsonia fulvescens var. elongata DSM 6958,857566,5636
UP000004750,Cardiobacterium valvarum F0432,797473,3026
UP000070354,Rhodoplanes sp. Z2-YC6860,674703,7007
UP000053890,Rhodotorula graminis (strain WP1),578459,7228
UP000051170,Angustibacter sp. Root456,1736539,3495
UP000070107,Paramesorhizobium deserti,1494590,4946
UP000030901,Frischella perrara,1267021,2270
UP000054097,Serendipita vermifera MAFF 305830,933852,15021
UP000004221,Nitrolancea hollandica Lb,1129897,3969
UP000029990,Knoellia flava TL1,1385518,3373
UP000018291,Candidatus Microthrix parvicella RN1,1229780,4245
UP000072660,Ventosimonas gracilis,1680762,2412
UP000177554,Gallionellales bacterium RBG_16_56_9,1798249,1342
UP000005801,Plesiocystis pacifica SIR-1,391625,8437
UP000008139,Hippea maritima (strain ATCC 700847 / DSM 10411 / MH2),760142,1653
UP000182761,Apibacter mensalis,1586267,2083
UP000002058,Uncinocarpus reesii (strain UAMH 1704),336963,7760
UP000005632,Sphaerochaeta pleomorpha (strain ATCC BAA-1885 / DSM 22778 / Grapes),158190,3150
UP000077069,Paraphaeosphaeria sporulosa,1460663,14732
UP000002964,Thiorhodovibrio sp. 970,631362,4691
UP000183369,Candidatus Pacebacteria bacterium CG1_02_43_31,1805299,919
UP000183188,Bacteroidetes bacterium MedPE-SWsnd-G2,1860095,2674
UP000181876,Candidatus Micrarchaeota archaeon CG1_02_60_51,1805252,849
UP000184548,Burkholderiales bacterium 66-5,1895728,2779
UP000182601,Parcubacteria group bacterium CG1_02_44_65,1805311,527
UP000070439,Halobacteroidaceae bacterium T328-2,1785949,2392
UP000014700,Lactococcus phage Q33,254253,50
UP000031649,Burkholderiales bacterium GJ-E10,1469502,2955
UP000017864,Phormidium phage MIS-PhV1A,1391455,62
UP000110943,Avon-Heathcote Estuary associated circular virus 13,1618236,2
UP000070263,candidate divison MSBL1 archaeon SCGC-AAA382A20,1698280,947
UP000002196,Lactococcus lactis subsp. lactis (strain IL1403) (Streptococcus lactis),272623,2225
UP000002502,Cucumber mosaic virus (strain FNY) (CMV),12307,5
UP000001007,Chlorobium tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS),194439,2250
UP000008651,Red clover necrotic mosaic virus (RCNMV),12267,3
UP000000348,Rice ragged stunt virus (isolate Thailand) (RRSV),649603,11
UP000006824,Mushroom bacilliform virus (isolate Australia/AUS LF-1) (MBV),650482,4
UP000006372,Human papillomavirus type 1 (Human papillomavirus type 1a),10583,8
UP000001073,Nomascus leucogenys (Northern white-cheeked gibbon) (Hylobates leucogenys),61853,19733
UP000000536,Thermococcus kodakarensis (strain ATCC BAA-918 / JCM 12380 / KOD1) (Pyrococcus kodakaraensis (strain KOD1)),69014,2301
UP000052089,Zalophus californianus papillomavirus 1,998829,7
UP000029756,Grapevine leafroll-associated virus 7 (isolate Grapevine/Albania/AA42/-) (GLRaV-7),1554493,10
UP000000560,Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139) (Aspergillus nidulans),227321,10555
UP000001151,Enterococcus phage phiEF24C (Enterococcus bacteriophage phi-EF24C),442493,221
UP000012960,Musa acuminata subsp. malaccensis (Wild banana) (Musa malaccensis),214687,36474
UP000031513,Plasmodium knowlesi (strain H),5851,5100
UP000001038,Oryzias latipes (Japanese rice fish) (Japanese killifish),8090,24636
UP000001119,Rotavirus A (isolate RVA/Monkey/South Africa/SA11-H96/1958/G3P5B[2]) (RV-A) (Simian Agent 11 (isolate SI/South Africa/H96/58)),450149,12
UP000000513,Acidianus bottle-shaped virus (isolate Italy/Pozzuoli) (ABV),654911,54
UP000009270,Soil-borne wheat mosaic virus (strain United States/Nebraska/1981) (SBWMV),652673,5
UP000001669,Tobacco rattle virus (isolate PpK20) (TRV),652939,6
UP000008911,Aeropyrum pernix ovoid virus 1 (APOV1),1032474,21
UP000001570,Bacillus subtilis (strain 168),224308,4197
UP000000395,Sclerotinia sclerotiorum debilitation-associated virus (isolate Sclerotinia/China/Xie/-) (SsDRV),686987,1
UP000008593,Maize mosaic virus (isolate Maize/United States/Reed/2005) (MMV),928305,6
UP000000854,Sulfolobus spindle-shape virus 1 (SSV1),244589,34
UP000001156,Escherichia phage T1 (Bacteriophage T1),1921008,78
UP000000678,Apple stem pitting virus (isolate PA66) (ASPV),651356,5
UP000008143,Xenopus tropicalis (Western clawed frog) (Silurana tropicalis),8364,29630
UP000009136,Bos taurus (Bovine),9913,24148
UP000002331,Mumps virus (strain Miyahara vaccine) (MuV),11171,8
UP000008596,Yaba monkey tumor virus (strain VR587) (YMTV),928314,140
UP000000539,Gallus gallus (Chicken),9031,29481
UP000011262,Potato virus T (isolate Chenopodium amaranticolor/Peru/-/1992) (PVT),1289386,3
UP000001295,Torque teno canis virus (isolate Cf-TTV10),766189,3
UP000008767,Crimean-Congo hemorrhagic fever virus (strain Nigeria/IbAr10200/1970) (CCHFV),652961,3
UP000008597,Fowlpox virus (strain NVSL) (FPV),928301,251
UP000001590,Bacillus phage SP01 (Bacteriophage SP01),10685,204
UP000006625,Moloney murine leukemia virus (isolate Shinnick) (MoMLV),928306,3
UP000008816,Staphylococcus aureus (strain NCTC 8325),93061,2889
UP000029747,Mosavirus A2 (isolate Coracias garrulus/Hungary/SZAL6-MoV/2011) (MoV-A2),1554481,1
UP000008320,Ehrlichia chaffeensis (strain ATCC CRL-10679 / Arkansas),205920,1100
UP000052107,Kunsagivirus A,1755590,1
UP000052109,Sicinivirus A,1755588,1
UP000000569,Chikungunya virus (strain S27-African prototype) (CHIKV),371094,2
UP000029749,Megrivirus A (isolate Turkey/USA/124/2008) (Turkey hepatitis virus 2993D (isolate 124)),980964,1
UP000052090,Saimiri sciureus papillomavirus 1,990304,6
UP000000405,Equine rhinitis B virus 1 (strain Equine/Switzerland/P1436/71/1971) (ERBV-1) (Equine rhinovirus type 2),650131,1
UP000029762,Infectious hypodermal and hematopoietic necrosis virus (IHHNV) (Decapod penstyldensovirus 1),1513224,3
UP000007258,Leishmania braziliensis,5660,8084
UP000008153,Leishmania infantum,5671,8045
UP000001104,Saccharomyces 20S RNA narnavirus (ScNV-20S),186772,1
UP000001174,Francisella tularensis subsp. tularensis (strain SCHU S4 / Schu 4),177416,1528
UP000007103,Parsnip yellow fleck virus (isolate P-121) (PYFV),33762,1
UP000176665,Candidatus Gottesmanbacteria bacterium RBG_16_37_8,1798371,1132
UP000176735,Candidatus Bathyarchaeota archaeon RBG_13_38_9,1797377,1550
UP000177978,Bacteroidetes bacterium GWC2_33_15,1797324,3014
UP000010133,Pseudomonas putida S11,1218169,3597
UP000178465,Rhodanobacter sp. RIFOXYA1_FULL_67_6,1802011,1858
UP000177803,Candidatus Magasanikbacteria bacterium RIFOXYA2_FULL_44_8,1798696,610
UP000010116,SAR86 cluster bacterium SAR86B,1123867,1807
UP000009229,Desulfotomaculum kuznetsovii (strain DSM 6115 / VKM B-1805 / 17),760568,3385
UP000176194,Alphaproteobacteria bacterium RIFCSPHIGHO2_12_FULL_66_14,1797225,3933
UP000007944,Erysipelothrix rhusiopathiae (strain Fujisawa),650150,1679
UP000094094,Streptomyces lydicus,47763,6848
UP000183608,Candidatus Woesearchaeota archaeon CG1_02_47_18,1805423,852
UP000010301,Actinomyces coleocanis DSM 15436,525245,1546
UP000008281,Caenorhabditis remanei (Caenorhabditis vulgaris),31234,31252
UP000010320,Psychromonas sp. CNPT3,314282,2578
UP000005481,Anaeroglobus geminatus F0357,861450,2148
UP000019151,Gemmatirosa kalamazoonesis,861299,6261
UP000010381,Nostoc sp. PCC 7107,317936,5185
UP000184040,Maribius salinus,313368,3413
UP000027341,Hydrogenovibrio marinus,28885,2330
UP000032749,Oleispira antarctica RB-8,698738,3895
UP000002523,Onion yellows phytoplasma (strain OY-M),262768,730
UP000006671,Naegleria gruberi (Amoeba),5762,15636
UP000000496,Simkania negevensis (strain ATCC VR-1471 / Z),331113,2516
UP000007517,Blastococcus saxobsidens (strain DD2),1146883,4791
UP000010448,Pseudomonas putida CSV86,1005395,5834
UP000015347,Salipiger mucosus DSM 16094,1123237,5583
UP000033428,Candidatus Omnitrophus magneticus,1609969,2573
UP000001067,Pyrenophora teres f. teres (strain 0-1) (Barley net blotch fungus) (Drechslera teres f. teres),861557,11705
UP000010460,Prevotella sp. oral taxon 473 str. F0040,1035197,2316
UP000018766,Pelistega indica,1414851,2121
UP000068021,Pragia fontium,82985,3326
UP000010366,Chamaesiphon minutus PCC 6605,1173020,5815
UP000010483,Cyanobacterium stanieri (strain ATCC 29140 / PCC 7202),292563,2831
UP000008908,Muricauda ruestringensis (strain DSM 13258 / CIP 107369 / LMG 19739 / B1),886377,3425
UP000011958,Pneumocystis murina (strain B123) (Pneumocystis carinii f. sp. muris),1069680,3635
UP000008212,Treponema denticola (strain ATCC 35405 / CIP 103919 / DSM 14222),243275,2753
UP000001591,Rhodospirillum centenum (strain ATCC 51521 / SW),414684,3984
UP000034213,Candidatus Beckwithbacteria bacterium GW2011_GWA2_43_10,1618369,697
UP000000690,Cronobacter phage ES2,1073754,30
UP000001275,Sphingobium sp. SYK-6,627192,4050
UP000000545,Corynebacterium jeikeium (strain K411),306537,2064
UP000008513,Neurospora tetrasperma (strain FGSC 2509 / P0656),510952,11177
UP000011124,Selenomonas sputigena (strain ATCC 35185 / DSM 20758 / VPI D19B-28),546271,2243
UP000183523,Betaproteobacteria bacterium CG2_30_68_42,1805051,2853
UP000183477,Deltaproteobacteria bacterium CG2_30_63_29,1805126,5421
UP000001700,Riesia pediculicola (strain USDA),515618,540
UP000005638,Flavobacterium columnare (strain ATCC 49512 / CIP 103533 / TG 44/87),1041826,2617
UP000002114,Lactobacillus phage Lc-Nu,146269,51
UP000184310,Clostridium cavendishii DSM 21758,1121302,4475
UP000031368,Rhizobium gallicum bv. gallicum R602,1418105,7034
UP000011724,Desulfovibrio piezophilus (strain DSM 21447 / JCM 15486 / C1TLV30),1322246,3342
UP000000994,Synechococcus phage S-PM2,238854,243
UP000011816,Sphingomonas sp. MM-1,745310,4252
UP000006947,Mycobacterium phage Shauna1,1036615,107
UP000032309,Candidatus Brocadia sinica JPN1,1197129,3878
UP000002402,Myxococcus xanthus (strain DK 1622),246197,7314
UP000007029,Roseobacter denitrificans (strain ATCC 33942 / OCh 114) (Erythrobacter sp. (strain OCh 114)) (Roseobacter denitrificans),375451,4118
UP000005214,Clostridium phage phi8074-B1,1147137,82
UP000001817,Paraburkholderia xenovorans (strain LB400),266265,8591
UP000006377,Parvibaculum lavamentivorans (strain DS-1 / DSM 13023 / NCIMB 13966),402881,3580
UP000172189,Porcine circovirus NTTZ/China/2011,1108499,1
UP000147329,Influenza A virus (A/blue-winged teal/Minnesota/Sg-00033/2007(mixed)),539977,1
UP000160576,Influenza A virus (A/blue-winged teal/Iowa/44555-551/2011(H3N2)),1460762,4
UP000004208,Corynebacterium genitalium ATCC 33030,585529,2216
UP000000773,Pediococcus pentosaceus (strain ATCC 25745 / CCUG 21536 / LMG 10740 / 183-1w),278197,1755
UP000109622,Drosophila obscura sigmavirus 10A,666962,6
UP000004878,Wolbachia endosymbiont of Muscidifurax uniraptor,77037,816
UP000142830,Simian adenovirus C,1324794,36
UP000172814,Bovine adenovirus 4 (BAdV-4),70333,36
UP000004217,Streptomyces zinciresistens K42,700597,7577
UP000163337,unidentified Reptarenavirus,1654823,4
UP000001996,Lodderomyces elongisporus (strain ATCC 11503 / CBS 2605 / JCM 1781 / NBRC 1676 / NRRL YB-4239) (Yeast) (Saccharomyces elongisporus),379508,5779
UP000110868,Anopheles minimus irodovirus,1465751,131
UP000171189,Simian adenovirus 18,909210,29
UP000134884,Caretta caretta papillomavirus 1,485241,7
UP000008220,Clostridium novyi (strain NT),386415,2305
UP000002588,Azoarcus sp. (strain BH72),62928,3981
UP000028549,Bacillus indicus,246786,3781
UP000121220,Joinjakaka virus,1272943,9
UP000151149,Hart Park virus,200401,9
UP000000366,Methylibium petroleiphilum (strain ATCC BAA-1232 / LMG 22953 / PM1),420662,4359
UP000001306,Leifsonia xyli subsp. xyli (strain CTCB07),281090,2001
UP000015565,Mycobacterium phage Bobi,1340708,107
UP000001247,Sulfolobus virus Ragged Hills,256994,37
UP000003292,Acetobacteraceae bacterium AT-5844,1054213,5288
UP000012651,Atopobium minutum 10063974,997872,1539
UP000012672,Methanomethylophilus alvus (strain Mx1201),1236689,1643
UP000031443,Chelonia mydas (Green sea-turtle) (Chelonia agassizi),8469,18960
UP000029352,Mycobacterium phage Omnicron,1541819,95
UP000001416,Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC 14298),228410,2375
UP000003746,Pontibacter sp. BAB1700,1144253,4044
UP000183815,Marine Group III euryarchaeote CG-Bathy1,1889001,950
UP000006732,Pelobacter propionicus (strain DSM 2379 / NBRC 103807 / OttBd1),338966,3694
UP000000231,Polynucleobacter asymbioticus (strain DSM 18221 / CIP 109841 / QLW-P1DMWA-1) (Polynucleobacter necessarius subsp. asymbioticus),312153,2074
UP000000242,Metallosphaera sedula (strain ATCC 51363 / DSM 5348 / JCM 9185 / NBRC 15509 / TH2),399549,2256
UP000176949,Spirochaetes bacterium GWB1_66_5,1802178,1884
UP000139113,Merida virus,1803034,5
UP000178944,Candidatus Buchananbacteria bacterium RIFCSPLOWO2_01_FULL_56_15,1797547,503
UP000001651,Lactobacillus paracasei (strain ATCC 334 / BCRC 17002 / CIP 107868 / KCTC 3260 / NRRL B-441),321967,2708
UP000001137,Caldivirga maquilingensis (strain ATCC 700844 / DSM 13496 / JCM 10307 / IC-167),397948,1962
UP000013858,Enterococcus haemoperoxidus ATCC BAA-382,1158608,3209
UP000173083,Fowl adenovirus 8b,586029,38
UP000000463,Caulobacter phage CcrColossus,1211640,448
UP000006000,Eubacterium ventriosum ATCC 27560,411463,2776
UP000076623,Fictibacillus phosphorivorans,1221500,4145
UP000070365,Parcubacteria bacterium OLB19,1617425,973
UP000014072,Salinarchaeum sp. Harcht-Bsk1,1333523,3013
UP000004505,Fusobacterium varium ATCC 27725,469618,3007
UP000004508,Ktedonobacter racemifer DSM 44963,485913,11211
UP000004514,Streptococcus sp. oral taxon 056 str. F0418,904294,1957
UP000004938,Neisseria weaveri LMG 5135,1051985,2233
UP000002336,Lactococcus phage P087,641487,88
UP000129085,Butcherbird polyomavirus,1394033,6
UP000001035,Burkholderia cenocepacia (strain ATCC BAA-245 / DSM 16553 / LMG 16656 / NCTC 13227 / J2315 / CF5610) (Burkholderia cepacia (strain J2315)),216591,6993
UP000135476,Fox circovirus,1678251,2
UP000096470,Avian metapneumovirus,38525,9
UP000014822,Osedax symbiont Rs1,1330036,4383
UP000014830,Osedax symbiont Rs2,1330035,4523
UP000094444,Diaporthe helianthi,158607,14219
UP000114089,Gemycircularvirus gemy-ch-rat1,1708653,3
UP000005723,Serratia odorifera DSM 4582,667129,5121
UP000005926,Granulicatella adiacens ATCC 49175,638301,1920
UP000001859,Lactococcus phage P335,201846,50
UP000182691,Elusimicrobia bacterium CG1_02_63_36,1805133,2868
UP000176561,Bacteroidetes bacterium GWF2_40_14,1797347,2833
UP000179351,Planctomycetes bacterium GWC2_49_10,1801953,352
UP000000738,Micrococcus luteus (strain ATCC 4698 / DSM 20030 / JCM 1464 / NBRC 3333 / NCIMB 9278 / NCTC 2665 / VKM Ac-2230) (Micrococcus lysodeikticus),465515,2207
UP000002192,Blochmannia floridanus,203907,583
UP000029097,Lysinibacillus sp. BF-4,1473546,2407
UP000007721,Geobacter daltonii (strain DSM 22248 / JCM 15807 / FRC-32),316067,3798
UP000137862,Didemnum sp. Sea Squirt associated virus,1692247,2
UP000005392,Fusobacterium nucleatum subsp. animalis ATCC 51191,997347,2777
UP000060487,Nitrospirae bacterium HCH-1,1748249,3334
UP000015459,Bacteriovorax sp. BAL6_X,1201290,3062
UP000015098,Brevibacillus phage Jimmer1,1296659,103
UP000006536,Cyanophage P-SSP2,444876,56
UP000002450,Staphylococcus phage Ipla35,575610,62
UP000014674,Staphylococcus phage JS01,1273712,66
UP000167719,Marco virus,1158190,7
UP000132362,Kimberley virus,318835,9
UP000030361,Lactobacillus curieae,1138822,1930
UP000179124,Candidatus Saccharibacteria bacterium RIFCSPHIGHO2_12_FULL_42_8,1802139,534
UP000168289,Human papillomavirus type 50,40539,7
UP000157603,Elephant endotheliotropic herpesvirus 1A,759753,122
